Term Code,Class,Title,Crn,Instructor,Cap,Enrl,Days,Times,Location,Type
202030,BIOB 280-001,"Miracle molds, magic mushrooms",33160,"Cripps, Cathy",24,14,TR,1230-1400,PGC 214,L
202030,BIOB 375-001,General Genetics,30477,"Sherman, Jamie",160,129,MWF,0800-0850,LIN 125,L
202030,BIOB 377-001,Practical Genetics,31591,"McPhee, Kevin",38,39,MWF,0800-0850,PGC 211,L
202030,BIOB 410-001,Immunology,33920,"Kominsky, Douglas",120,92,TR,0925-1040,REID 108,L
202030,BIOB 420-001,Evolution,30492,"Thum, Ryan",150,148,MWF,0900-0950,REID 105,L
202030,BIOB 420-002,Evolution,30785,"Lavin, Matthew",75,81,MWF,1310-1400,REID 101,L
202030,BIOB 424-001,Ethical Practice of Science,34822,"Quinn, Mark",18,24,T,1810-2100,LIN 109,L
202030,BIOB 425-001,Adv Cell & Molecular Biology,31063,"Kohout, Susy",45,31,MW,1000-1050,GAINES 143,L
202030,BIOB 425-003,Adv Cell & Molecular Biology,32849,"Kohout, Susy",45,31,F,1000-1050,GAINES 143,R
202030,BIOB 430-001,Plant Biotechnology,35200,"Giroux, Michael",25,23,MW,1000-1050,PGC 214,L
202030,BIOB 430-002,Plant Biotechnology,35201,"Giroux, Michael",14,14,R,1510-1700,PBB 226,B
202030,BIOB 430-003,Plant Biotechnology,35202,"Giroux, Michael",14,9,R,1310-1500,PBB 226,B
202030,BIOB 497-002,Educational Methods: Biology,30487,"Johnson, Carol",8,8,,-, ,B
202030,BIOB 497-003,Educational Methods: Biology,30488,"Taylor, Scott",10,0,,-, ,B
202030,BIOB 497-004,Educational Methods: Biology,30489,"Varricchio, David",8,0,,-, ,B
202030,BIOB 497-005,Educational Methods: Biology,30490,"Rotella, Jay",8,0,,-, ,B
202030,BIOB 497-006,Educational Methods: Biology,31541,"Taylor, Scott",8,0,,-, ,B
202030,BIOB 497-007,Educational Methods: Biology,31613,"McColley, Samuel",20,0,,-, ,B
202030,BIOB 497-010,Educational Methods: Biology,34142,"Mergy, Marc",10,0,,-, ,B
202030,BIOB 497-011,Educational Methods: Biology,34143,"Merzdorf, Christa",10,0,,-, ,B
202030,BIOB 497-012,Educational Methods: Biology,34144,"Gray, Charles",10,0,,-, ,B
202030,BIOB 497-013,Educational Methods: Biology,34145,"Bradley, Roger",10,0,,-, ,B
202030,BIOB 497-014,Educational Methods: Biology,34146,"Hughes, Thomas",10,0,,-, ,B
202030,BIOB 497-015,Educational Methods: Biology,34147,"Kohout, Susy",10,0,,-, ,B
202030,BIOB 497-016,Educational Methods: Biology,34148,"Lefcort, Frances",10,0,,-, ,B
202030,BIOB 497-018,Educational Methods: Biology,34150,"Dunkel, Haley",10,4,,-, ,B
202030,BIOB 497-019,Educational Methods: Biology,34151,"Mazer, James",10,0,,-, ,B
202030,BIOB 498-001,Internship/Cooperative Edu,31600,"Dougher, Tracy",25,0,,-, ,I
202030,BIOB 524-001,Ethical Practice of Science,32148,"Quinn, Mark",17,10,T,1800-2030,LIN 109,M
202030,BIOB 525-001,Adv. Cell & Molecular Biology,33175,"Kohout, Susy",23,2,MW,1000-1050,GAINES 143,L
202030,BIOB 525-003,Adv. Cell & Molecular Biology,33183,"Kohout, Susy",22,2,F,1000-1050,GAINES 143,R
202030,BIOE 103CS-001,Environmental Sci & Society,32796,"Willey, David",140,140,TR,1340-1455,ROBERT 101,L
202030,BIOE 291-001,Special Topics,34747,"Kalinowski, Steven",20,11,T,1050-1140, ,L
202030,BIOE 291-002,Special Topics,35319,"Kalinowski, Steven",50,21,R,1050-1140,LIN 125,L
202030,BIOE 370-001,General Ecology (equiv to 270),30478,"Creel, Scott",112,112,MWF,1410-1500,ROBERT 101,L
202030,BIOE 375-001,Ecol Responses Climate Change,32830,"Ulrich, Danielle",35,35,TR,1050-1205,WILSON 1121,L
202030,BIOE 405-001,Behavioral & Evol Ecology,30493,"Winnie, John",35,30,TR,1215-1330,AJMJH 251,L
202030,BIOE 422-001,Insect Ecology,35056,"Peterson, Robert",20,8,TR,1050-1205,LEWIS 306,L
202030,BIOE 436-801,Symbiosis for Teachers,34888,"Bradshaw, Joseph",20,1,,-,ONLINE WEB,L
202030,BIOE 445-001,Macrosystems Ecology,33053,"Hansen, Andrew",23,24,MWF,1310-1400,LEWIS 407,L
202030,BIOE 455-001,Plant Ecology,31778,"Burkle, Laura",32,32,MWF,0900-0950,LIN 109,L
202030,BIOE 455-002,Plant Ecology,34722,"Slominski, Anthony",30,31,TR,0925-1040,PGC 214,L
202030,BIOE 491-001,Special Topics,34574,"Roulson, Leanne",25,16,M,1200-1250,WILSON 1134,L
202030,BIOE 491-006,Special Topics,35324,"Winnie, John",40,24,MW,1200-1315,LIN 113,L
202030,BIOE 499-002,Senior Thesis/Capstone,31646,"Winnie, John",17,17,T,1505-1655,LEWIS 309,M
202030,BIOE 526-801,Symbiosis for Teachers,34887,"Bradshaw, Joseph",20,6,,-,ONLINE WEB,L
202030,BIOE 535-001,Topics: Biodiv & Nature's Serv,35037,"Albertson, Lindsey",10,8,W,1100-1150,LEWIS 309,M
202030,BIOE 555-001,Communication in Ecol Sciences,32327,"Guy, Christopher",12,9,R,1530-1700,LEWIS 304,M
202030,BIOH 113-001,Human Form and Function II,32244,"Pfau McClellan, Jean",20,12,TR,1340-1455,GCE 4,L
202030,BIOH 113-002,Human Form and Function II,34201,"Pfau McClellan, Jean",20,16,TR,1505-1620,GCE 4,L
202030,BIOH 201-001,Hum Anatomy & Physiology I,32287,"Taylor, Scott",275,266,MW,1610-1725,GAINES 101,L
202030,BIOH 201-002,Hum Anatomy & Physiology I,32288,"Taylor, Scott",25,24,MW,1210-1400,LJH 223,B
202030,BIOH 201-003,Hum Anatomy & Physiology I,32289,"Taylor, Scott",25,24,MW,1410-1600,LJH 223,B
202030,BIOH 201-012,Hum Anatomy & Physiology I,32290,"Taylor, Scott",25,25,WF,1000-1150,LJH 223,B
202030,BIOH 201-004,Hum Anatomy & Physiology I,32293,"Taylor, Scott",25,24,MW,1800-1950,LJH 223,B
202030,BIOH 201-005,Hum Anatomy & Physiology I,32294,"Taylor, Scott",25,25,TR,0800-0950,LJH 223,B
202030,BIOH 201-006,Hum Anatomy & Physiology I,32295,"Taylor, Scott",25,25,TR,1000-1150,LJH 223,B
202030,BIOH 201-007,Hum Anatomy & Physiology I,32296,"Taylor, Scott",25,25,TR,1210-1400,LJH 223,B
202030,BIOH 201-008,Hum Anatomy & Physiology I,32297,"Taylor, Scott",25,25,TR,1410-1600,LJH 223,B
202030,BIOH 201-009,Hum Anatomy & Physiology I,32298,"Taylor, Scott",25,25,TR,1610-1800,LJH 223,B
202030,BIOH 201-010,Hum Anatomy & Physiology I,32299,"Taylor, Scott",25,25,TR,1810-2000,LJH 223,B
202030,BIOH 201-050,Hum Anatomy & Physiology I,32300,"Taylor, Scott",10,0,,-, ,B
202030,BIOH 201-011,Hum Anatomy & Physiology I,33194,"Taylor, Scott",25,19,WF,0800-0950,LJH 223,B
202030,BIOH 211-001,Human Anatomy & Physiology II,32346,"Taylor, Scott",275,199,MW,1735-1850,GAINES 101,L
202030,BIOH 211-002,Human Anatomy & Physiology II,32347,"Taylor, Scott",25,25,M,1100-1250,LJH 240,B
202030,BIOH 211-003,Human Anatomy & Physiology II,32348,"Taylor, Scott",25,24,M,1310-1500,LJH 240,B
202030,BIOH 211-004,Human Anatomy & Physiology II,32349,"Taylor, Scott",25,25,M,1510-1700,LJH 240,B
202030,BIOH 211-005,Human Anatomy & Physiology II,32350,"Taylor, Scott",0,0,T,0800-0950,LJH 240,B
202030,BIOH 211-006,Human Anatomy & Physiology II,32351,"Taylor, Scott",25,23,T,1000-1150,LJH 240,B
202030,BIOH 211-007,Human Anatomy & Physiology II,32352,"Taylor, Scott",25,22,T,1210-1400,LJH 240,B
202030,BIOH 211-008,Human Anatomy & Physiology II,32353,"Taylor, Scott",25,21,T,1410-1600,LJH 240,B
202030,BIOH 211-009,Human Anatomy & Physiology II,32354,"Taylor, Scott",0,0,T,1610-1800,LJH 240,B
202030,BIOH 211-050,Human Anatomy & Physiology II,32706,"Taylor, Scott",10,0,,-, ,B
202030,BIOH 211-010,Human Anatomy & Physiology II,32755,"Taylor, Scott",25,22,T,1810-2000,LJH 240,B
202030,BIOH 211-011,Human Anatomy & Physiology II,32756,"Taylor, Scott",25,14,W,0800-0950,LJH 240,B
202030,BIOH 211-012,Human Anatomy & Physiology II,34048,"Taylor, Scott",25,23,W,1000-1150,LJH 240,B
202030,BIOH 287-001,Intermediate Human Phys I,32152,"Taylor, Scott",10,1,MW,1610-1725,GAINES 101,L
202030,BIOH 288-001,Intermediate Human Phys II,32705,"Taylor, Scott",10,0,MW,1735-1850,GAINES 101,L
202030,BIOH 309-001,Human Neuroanatomy,32620,"McColley, Samuel",24,24,R,1100-1250,LJH 240,L
202030,BIOH 309-001,Human Neuroanatomy,32620,"McColley, Samuel",24,24,TR,0925-1040,GAINES 344,L
202030,BIOH 313-001,Neurophysiology,33600,"Clark, Kelsey",100,64,TR,1340-1455,REID 103,L
202030,BIOH 320-001,Biomedical Genetics,32584,"Stowers, Ronald",86,54,MWF,1410-1500,REID 202,L
202030,BIOH 323-001,Human Developmental Biology,30745,"Merzdorf, Christa",54,39,MWF,0800-0850,BARNAR 108,L
202030,BIOH 323-001,Human Developmental Biology,30745,"Merzdorf, Christa",54,39,MWF,0900-0950,GAINES 043,L
202030,BIOH 411-001,Adv Human Anatomy,32153,"McColley, Samuel",28,25,W,1410-1500,LJH 240,L
202030,BIOH 411-001,Adv Human Anatomy,32153,"McColley, Samuel",28,25,W,1310-1400,WILSON 1130,L
202030,BIOH 411-002,Adv Human Anatomy,32154,"McColley, Samuel",15,25,F,1310-1500,LJH 222,B
202030,BIOH 411-002,Adv Human Anatomy,32154,"McColley, Samuel",15,25,M,1310-1500,LJH 222,B
202030,BIOH 420-001,Molecular Genetics,34141,"Stowers, Ronald",20,19,TR,1340-1455,HARRIS 123,L
202030,BIOH 430-001,Neuroethology,33627,"Mazer, James",25,25,TR,1630-1745,JABS 407,L
202030,BIOH 440-001,Neuroscience of Mental Illness,34011,"Mergy, Marc",100,58,MW,1510-1640,NAH 137,L
202030,BIOH 482-001,Laboratory Practice III,31971,"Mizner, Alison",18,14,MTWRF,0800-1700, ,B
202030,BIOH 484-001,Clinical Hematology III,31968,"Rasmussen, Kay",18,14,MTWRF,0800-1700, ,B
202030,BIOH 486-001,Clin Microbio & Molecular Diag,31970,"Rasmussen, Kay",18,14,MTWRF,0800-1700, ,B
202030,BIOH 487-001,Clinical Chemistry III,31969,"Mizner, Alison",18,14,MTWRF,0800-1700, ,B
202030,BIOH 488-001,Clinical Immunohematology,31967,"Arnold, Sadie",18,14,MTWRF,0800-1700, ,B
202030,BIOH 489-001,Laboratory Management,32276,"Norris Zanto, Susanne",15,14,,-, ,B
202030,BIOH 511-001,Advanced Human Anatomy,34215,"McColley, Samuel",28,2,W,1410-1500,LJH 240,L
202030,BIOH 511-001,Advanced Human Anatomy,34215,"McColley, Samuel",28,2,W,1310-1400,WILSON 1130,L
202030,BIOH 511-002,Advanced Human Anatomy,34216,"McColley, Samuel",13,2,M,1310-1500,LJH 222,B
202030,BIOH 511-002,Advanced Human Anatomy,34216,"McColley, Samuel",13,2,F,1310-1500,LJH 222,B
202030,BIOH 520-001,Molecular Genetics,34156,"Stowers, Ronald",5,0,TR,1340-1455, ,L
202030,BIOH 565-001,Gene Exp: Genes/Proteins/Cells,34571,"Mergy, Marc",0,0,MTW,1800-2050,LJH 107,B
202030,BIOH 591-001,Special Topics,35390,"Lefcort, Frances",10,8,TR,1505-1620,LJH ,R
202030,BIOM 103IN-002,Unseen Universe: Microbes,30986,"Cargill, Kari",27,22,TR,0950-1040,LEWIS 201,B
202030,BIOM 103IN-003,Unseen Universe: Microbes,30987,"Cargill, Kari",29,29,TR,1100-1150,LEWIS 201,B
202030,BIOM 103IN-004,Unseen Universe: Microbes,30988,"Cargill, Kari",30,29,TR,1240-1330,LEWIS 201,B
202030,BIOM 103IN-005,Unseen Universe: Microbes,30989,"Cargill, Kari",26,24,TR,1340-1430,LEWIS 201,B
202030,BIOM 103IN-001,Unseen Universe: Microbes,31800,"Cargill, Kari",120,104,MW,1310-1400,LIN 125,L
202030,BIOM 107CS-001,Molecules of Life,30990,"Walk, Heather",49,30,MWF,1200-1250,ROBERT 321,L
202030,BIOM 107CS-098,Molecules of Life,34067,"Pfau McClellan, Jean",20,12,MW,1050-1205,GCE 4,L
202030,BIOM 250-001,Micro Hlth Sci: Infect Disease,31337,"Cargill, Kari",220,205,MWF,1100-1150,LJH 339,L
202030,BIOM 360-001,General Microbiology,30786,"Branco, Sara",150,149,MWF,1000-1050,REID 105,L
202030,BIOM 360-002,General Microbiology,30787,"Branco, Sara",30,30,MW,1310-1500,LEWIS 201,B
202030,BIOM 360-003,General Microbiology,30788,"Branco, Sara",30,30,MW,1310-1500,LEWIS 211,B
202030,BIOM 360-004,General Microbiology,31363,"Branco, Sara",30,30,MW,1510-1700,LEWIS 201,B
202030,BIOM 360-005,General Microbiology,31839,"Branco, Sara",30,30,MW,1510-1700,LEWIS 211,B
202030,BIOM 360-006,General Microbiology,34743,"Branco, Sara",30,29,MW,1310-1500,LEWIS 204,B
202030,BIOM 400-001,Medical Microbiology,30639,"Taylor, Matthew",25,29,TR,1050-1205,ROBERT 319,L
202030,BIOM 405-001,Host-Associated Microbiomes,34985,"Yeoman, Carl",18,19,MWF,1510-1600,ABB 136,L
202030,BIOM 410-001,Microbial Genetics,30457,"Franklin, Michael",60,48,MWF,1000-1050,BARNAR 108,L
202030,BIOM 415-001,Microbial Dvrsty Eclgy & Evltn,35042,"Boyd, Eric",30,30,MWF,1200-1250,LEWIS 306,L
202030,BIOM 421-001,Concepts of Plant Pathology,31595,"Dyer, Alan",36,34,TR,1100-1150,PGC 214,L
202030,BIOM 421-002,Concepts of Plant Pathology,31596,"Dyer, Alan",18,19,R,1310-1500,PGC 211,B
202030,BIOM 421-003,Concepts of Plant Pathology,31597,"Dyer, Alan",18,15,R,1510-1700,PGC 211,B
202030,BIOM 425-001,Toxicology: Science of Poisons,32863,"Keil, Deborah",29,34,MWF,1310-1400,HARRIS 123,L
202030,BIOM 430-001,Appld & Envrnmntl Microbiology,31710,"Fields, Matthew",40,36,MW,0800-0940,AJMJH 251,L
202030,BIOM 431-001,Medical Bacteriology,30791,"Voyich, Jovanka",70,54,TR,1215-1330,REID 108,L
202030,BIOM 432-001,Med Bacteriology Lab,31374,"Rasmussen, Kay",30,27,TR,1340-1630,LEWIS 204,B
202030,BIOM 432-002,Med Bacteriology Lab,31769,"Rasmussen, Kay",10,9,TR,1340-1630,LEWIS 205,B
202030,BIOM 441-001,Eukaryotic Pathogens,30798,"Halonen, Sandra",36,34,MWF,0900-0950,BARNAR 126,L
202030,BIOM 441-002,Eukaryotic Pathogens,35423,"Halonen, Sandra",18,12,F,1310-1500,LEWIS 211,B
202030,BIOM 441-003,Eukaryotic Pathogens,35424,"Halonen, Sandra",18,19,R,0900-1040,LEWIS 211,B
202030,BIOM 452-001,Soil & Envirnmntl Microbiology,32918,"McDermott, Timothy",60,27,MW,0800-0850,LJH 346,L
202030,BIOM 452-002,Soil & Envirnmntl Microbiology,33329,"McDermott, Timothy",60,27,R,0850-1040,WILSON 1125,R
202030,BIOM 455R-001,Research Mthds in Microbiology,32414,"Lei, Benfang",34,34,MW,1510-1700,LEWIS 204,L
202030,BIOM 465-001,Plant-Pathogen Interactions,35203,"Huang, Li",25,5,TR,1310-1430,PBB 108,L
202030,BIOM 475R-001,Preveterinary Internship,34588,"Mattix, Rebecca",20,0,,-, ,I
202030,BIOM 490R-002,Undergraduate Research,31378,"Dlakic, Mensur",20,0,,-, ,I
202030,BIOM 490R-003,Undergraduate Research,31379,"Fields, Matthew",20,0,,-, ,I
202030,BIOM 490R-004,Undergraduate Research,31380,"Franklin, Michael",20,0,,-, ,I
202030,BIOM 490R-005,Undergraduate Research,31381,"Boyd, Eric",20,0,,-, ,I
202030,BIOM 490R-006,Undergraduate Research,31382,"Jutila, Mark",20,0,,-, ,I
202030,BIOM 490R-007,Undergraduate Research,31383,"Kominsky, Douglas",20,1,,-, ,I
202030,BIOM 490R-008,Undergraduate Research,31384,"Voyich, Jovanka",20,2,,-, ,I
202030,BIOM 490R-009,Undergraduate Research,31385,"Halonen, Sandra",20,0,,-, ,I
202030,BIOM 490R-010,Undergraduate Research,31386,"Taylor, Matthew",20,1,,-, ,I
202030,BIOM 490R-011,Undergraduate Research,32707,"Keil, Deborah",10,0,,-, ,I
202030,BIOM 490R-012,Undergraduate Research,32708,"Walk, Seth",20,0,,-, ,I
202030,BIOM 490R-013,Undergraduate Research,33988,"Wiedenheft, Blake",20,0,,-, ,I
202030,BIOM 490R-014,Undergraduate Research,34809,"Lei, Benfang",20,0,,-, ,I
202030,BIOM 490R-015,Undergraduate Research,35301,"Quinn, Mark",20,1,,-, ,I
202030,BIOM 490R-016,Undergraduate Research,35378,"Bimczok, Diane",20,1,,-, ,I
202030,BIOM 491-001,Special Topics,35325,"Walk, Heather",40,26,TR,1215-1330,LIN 109,L
202030,BIOM 492-002,Independent Study,34659,"Mattix, Rebecca",10,8,,-, ,I
202030,BIOM 494-002,Seminar/Workshop,31660,"Walk, Seth",12,12,T,0800-0850,LEWIS 110,M
202030,BIOM 494-003,Seminar/Workshop,31661,"Keil, Deborah",12,11,W,0800-0850,LEWIS 110,M
202030,BIOM 494-001,Seminar/Workshop,31662,"Dlakic, Mensur",12,10,M,0800-0850,LEWIS 110,M
202030,BIOM 494-004,Seminar/Workshop,33367,"Branco, Sara",12,12,R,0800-0850,LEWIS 110,M
202030,BIOM 494-005,Seminar/Workshop,34658,"Eggers, Margaret",12,6,F,0800-0850,LEWIS 110,M
202030,BIOM 497-001,Educatnl Methods: Microbiology,30456,"Colman, Daniel",10,5,R,0800-0850,LEWIS 211,L
202030,BIOM 498R-001,Biotech Internship,34590,"Quinn, Mark",20,0,,-, ,I
202030,BIOM 499-001,Biotechnology Capstone,34591,"Rynda-Apple, Agnieszka",20,0,,-, ,M
202030,BIOO 162CS-001,Insects and Human Society,31494,"Dunkel, Florence",40,15,MW,1410-1500,WILSON 1138,L
202030,BIOO 162CS-002,Insects and Human Society,31495,"Dunkel, Florence",20,6,F,1200-1400,PGC 214,B
202030,BIOO 162CS-003,Insects and Human Society,31496,"Dunkel, Florence",20,9,F,1410-1600,PGC 214,B
202030,BIOO 230-001,Identification of Seed Plants,30472,"Johnson, Carol",110,109,TR,0800-0850,LEWIS 304,L
202030,BIOO 230-002,Identification of Seed Plants,30473,"Johnson, Carol",22,22,MW,1510-1700,LEWIS 307,B
202030,BIOO 230-003,Identification of Seed Plants,30474,"Johnson, Carol",22,22,TR,0900-1050,LEWIS 307,B
202030,BIOO 230-004,Identification of Seed Plants,30475,"Johnson, Carol",22,22,TR,1305-1455,LEWIS 307,B
202030,BIOO 230-005,Identification of Seed Plants,30476,"Johnson, Carol",22,21,TR,1505-1655,LEWIS 307,B
202030,BIOO 230-006,Identification of Seed Plants,34624,"Johnson, Carol",22,22,TR,1100-1250,LEWIS 307,B
202030,BIOO 415-001,Ichthyology,30494,"McMahon, Thomas",45,37,MW,1100-1150,LEWIS 304,L
202030,BIOO 415-003,Ichthyology,30496,"Glassic, Hayley",15,15,T,1305-1455,LEWIS 407,B
202030,BIOO 415-004,Ichthyology,31590,"Glassic, Hayley",15,13,T,1505-1655,LEWIS 407,B
202030,BIOO 415-002,Ichthyology,34786,"Glassic, Hayley",15,9,M,1430-1620,LEWIS 407,B
202030,BIOO 433-001,Plant Physiology,31598,"Lu, Chaofu",60,61,TR,0925-1040,REID 202,L
202030,BIOO 437-001,Plant Development,35206,"Fischer, Andreas",20,5,,-, ,L
202030,BIOO 470-001,Ornithology,30500,"Rotella, Jay",45,42,MW,1410-1500,LEWIS 304,L
202030,BIOO 470-002,Ornithology,30501,"Goodheart, Ben",15,15,R,1305-1455,LEWIS 407,B
202030,BIOO 470-003,Ornithology,30502,"Goodheart, Ben",15,14,R,1505-1655,LEWIS 407,B
202030,BIOO 470-004,Ornithology,35400,"Goodheart, Ben",15,13,R,1705-1855,LEWIS 407,B
202030,BMGT 205-002,Prof Business Communication,30718,"Cairoli, Sarah",19,19,MWF,0900-0950,JABS 307,L
202030,BMGT 205-004,Prof Business Communication,30719,"Callow, Sara",19,19,MWF,1000-1050,JABS 307,L
202030,BMGT 205-006,Prof Business Communication,30720,"Taylor, Molly",19,20,MWF,1100-1150,JABS 307,L
202030,BMGT 205-003,Prof Business Communication,30722,"Raile, Amber",19,19,MWF,1000-1050,JABS 305,L
202030,BMGT 205-010,Prof Business Communication,33270,"Taylor, Molly",19,19,MWF,1310-1400,JABS 307,L
202030,BMGT 205-011,Prof Business Communication,33271,"Callow, Sara",19,19,MWF,1410-1500,JABS 305,L
202030,BMGT 205-001,Prof Business Communication,34878,"Raile, Amber",19,19,MWF,0900-0950,JABS 305,L
202030,BMGT 205-005,Prof Business Communication,34879,"Raile, Amber",19,19,MWF,1100-1150,JABS 305,L
202030,BMGT 205-007,Prof Business Communication,34880,"Sagmyr, Ellen",19,19,MWF,1200-1250,JABS 305,L
202030,BMGT 205-008,Prof Business Communication,34881,"Rockne, Jennifer",19,20,MWF,1200-1250,JABS 307,L
202030,BMGT 205-009,Prof Business Communication,34882,"Cairoli, Sarah",19,19,MWF,1310-1400,JABS 305,L
202030,BMGT 205-012,Prof Business Communication,34883,"Rockne, Jennifer",19,20,MWF,1410-1500,JABS 307,L
202030,BMGT 205-013,Prof Business Communication,34884,"Dorgan, Diane",19,19,MWF,1510-1600,JABS 305,L
202030,BMGT 205-014,Prof Business Communication,34885,"Rockne, Jennifer",19,18,MWF,1510-1600,JABS 307,L
202030,BMGT 205-801,Prof Business Communication,34886,"Nickol, Patricia",18,18,,-,ONLINE WEB,L
202030,BMGT 210-001,Small Bus. Entrepreneurship,33608,"Bacon, William",24,26,TR,1505-1620,GCE 8,L
202030,BMGT 215-001,Human Resource Management,33191,"Silvey, Jennifer",24,19,TR,1755-1910,GCE 8,L
202030,BMGT 240IS-001,Business Research Methods,31411,"Kwapisz, Agnieszka",38,38,TR,1050-1205,JABS 215,L
202030,BMGT 240IS-002,Business Research Methods,31415,"Kwapisz, Agnieszka",38,38,TR,1215-1330,JABS 215,L
202030,BMGT 240IS-003,Business Research Methods,31556,"Kwapisz, Agnieszka",38,38,TR,1340-1455,JABS 215,L
202030,BMGT 322-001,Operations Management,30732,"Megerdichian, Ara",39,39,MWF,0800-0850,JABS 211,L
202030,BMGT 322-002,Operations Management,30733,"Megerdichian, Ara",39,40,MWF,0900-0950,JABS 211,L
202030,BMGT 322-003,Operations Management,31535,"Thorsen, Andreas",39,40,MWF,1200-1250,JABS 215,L
202030,BMGT 322-004,Operations Management,32198,"Harris, Sean",39,39,MWF,1310-1400,JABS 215,L
202030,BMGT 329-001,Human Resource Management,30741,"Hom, Mark",33,33,MW,1410-1525,JABS 215,L
202030,BMGT 329-002,Human Resource Management,30742,"Hom, Mark",33,20,MW,1610-1725,JABS 215,L
202030,BMGT 335-001,Management and Organization,30701,"Bryant, Scott",46,46,TR,0925-1040,JABS 111,L
202030,BMGT 335-801,Management and Organization,32631,"Tudor, William",27,27,,-,ONLINE WEB,L
202030,BMGT 335-002,Management and Organization,35104,"Bryant, Scott",46,46,TR,1050-1205,JABS 111,L
202030,BMGT 335-005,Management and Organization,35105,"Rosso, Brent",46,46,TR,1505-1620,JABS 111,L
202030,BMGT 335-004,Management and Organization,35112,"Rosso, Brent",46,44,TR,1340-1455,JABS 111,L
202030,BMGT 335-003,Management and Organization,35139,"Rosso, Brent",46,46,TR,1215-1330,JABS 111,L
202030,BMGT 366-001,Managing and Leading People,31342,"Bratton, Virginia",25,23,TR,0925-1040,JABS 307,L
202030,BMGT 366-002,Managing and Leading People,31343,"Bratton, Virginia",25,25,TR,1050-1205,JABS 307,L
202030,BMGT 406-001,Negotiation/Dispute Resolution,33905,"Stewart, Katherine",40,27,F,1200-1450,JABS 415,L
202030,BMGT 410-003,Sustainable Business Practices,32741,"Reeder, Martha Joh",40,38,MW,0925-1040,JABS 415,L
202030,BMGT 448-001,Entrepreneurship,35106,"Williams, Brandt",28,29,TR,1215-1330,JABS 207,L
202030,BMGT 461-001,Small Business Management,30783,"Nalen, Peter",40,34,TR,1050-1205,JABS 311,L
202030,BMGT 463-001,Entrepreneurial Experience,31537,"Martin, Philip",25,23,TR,1630-1745,JABS 415,L
202030,BMGT 466-001,Team and Process Facilitation,34418,"Black, Laura",30,30,TR,0925-1040,JABS 305,L
202030,BMGT 466-002,Team and Process Facilitation,35113,"Black, Laura",30,29,TR,1050-1205,JABS 305,L
202030,BMGT 469-001,Community Entrep & Nonprofit,31891,"Martin, Kristina",30,23,TR,0800-0915,JABS 111,L
202030,BMGT 475R-001,Management Research Experience,31407,"Leary, Myleen",27,30,MW,1050-1205,JABS 415,L
202030,BMGT 475R-002,Management Research Experience,35140,"Leary, Myleen",27,31,MW,1215-1330,JABS 415,L
202030,BMIS 211-001,Spreadsheet & Database Skills,31789,"Aytes, Kregg",38,38,MWF,1000-1050,JABS 211,L
202030,BMIS 211-004,Spreadsheet & Database Skills,31790,"Anderson, Quinn",38,38,MWF,1310-1400,JABS 211,L
202030,BMIS 211-003,Spreadsheet & Database Skills,31855,"Francis, Joshua",38,40,MWF,1200-1250,JABS 211,L
202030,BMIS 211-002,Spreadsheet & Database Skills,31856,"Aytes, Kregg",38,38,MWF,1100-1150,JABS 211,L
202030,BMIS 211-005,Spreadsheet & Database Skills,31919,"Rubicam, Peter",38,38,MWF,1410-1500,JABS 211,L
202030,BMIS 311-001,Management Information Systems,30227,"Carvalho, Gerard",38,38,TR,0800-0915,JABS 211,L
202030,BMIS 311-002,Management Information Systems,31341,"Carvalho, Gerard",38,38,TR,0925-1040,JABS 211,L
202030,BMIS 311-003,Management Information Systems,33250,"Carvalho, Gerard",38,39,TR,1050-1205,JABS 211,L
202030,BMIS 311-004,Management Information Systems,34419,"Carvalho, Gerard",38,38,TR,1505-1620,JABS 211,L
202030,BMKT 240-001,Advertising,33204,"Weber, Jan",20,10,MW,1755-1910,GCE 7,L
202030,BMKT 325-001,Principles of Marketing,30235,"Young, Kristy",180,180,TR,0925-1040,LJH 339,L
202030,BMKT 325-002,Principles of Marketing,30734,"Young, Kristy",100,100,TR,1215-1330,REID 103,L
202030,BMKT 337-001,Consumer Behavior,30744,"Latta, Maclaren",26,28,MW,1215-1330,JABS 207,L
202030,BMKT 337-002,Consumer Behavior,34503,"Latta, Maclaren",26,26,MW,1340-1455,JABS 207,L
202030,BMKT 342R-001,Marketing Research,30992,"Sung, Eunyoung",31,32,TR,1215-1330,JABS 211,L
202030,BMKT 342R-002,Marketing Research,31711,"Sung, Eunyoung",31,24,TR,1505-1620,JABS 215,L
202030,BMKT 343-001,Integrated Marketing Comm,32445,"Van Steenburg, Eric",22,29,TR,0800-0915,JABS 311,L
202030,BMKT 406-001,Ad Campaign Development,33906,"Gold, Michael",15,12,TR,1710-1825,JABS 207,L
202030,BMKT 420-001,Integrated Online Marketing,32472,"Shehryar, Omar",27,28,TR,1340-1455,JABS 415,L
202030,BMKT 436-001,Sales and Sales Management,32446,"Reeder, Martha Joh",28,30,MW,1340-1455,JABS 407,L
202030,BMKT 436-002,Sales and Sales Management,34732,"Reeder, Martha Joh",28,30,MW,1215-1330,JABS 405,L
202030,BMKT 441-001,International Marketing,30252,"Gold, Michael",30,21,TR,1505-1620,JABS 407,L
202030,BMKT 444-001,Retail Management,32921,"Sung, Eunyoung",29,28,TR,1050-1205,JABS 415,L
